user_location,user_created,date,text,flag
silent hill,2018-07-23 22:17:02,2020-12-11 06:15:07,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-11-16 16:11:39,2020-12-11 06:10:03,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Shungite Mine,2019-01-31 18:57:26,2020-12-11 06:15:05,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Taking a mental health break💕,2019-06-27 21:15:23,2020-12-11 06:10:43,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Grand Line,2017-11-08 05:35:54,2020-12-11 06:11:35,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"New York, USA",2018-06-13 06:08:49,2020-12-11 06:11:39,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Michigan, USA",2016-11-24 17:39:03,2020-12-11 06:11:53,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Greed island,2020-06-13 20:45:49,2020-12-11 06:11:55,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-12-02 04:07:08,2020-12-11 06:12:16,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-06-13 12:52:31,2020-12-11 06:12:47,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-08-22 19:00:01,2020-12-11 06:13:16,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2017-12-17 01:17:53,2020-12-11 06:13:31,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-04-18 02:18:24,2020-12-11 06:13:43,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Earth,2018-02-06 02:33:47,2020-12-11 06:13:47,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Unknown Landia (U.L),2019-06-01 12:13:08,2020-12-11 06:13:49,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"CWCville, USA",2018-09-17 02:17:15,2020-12-11 06:13:54,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-04-22 00:43:44,2020-12-11 06:14:05,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Los Angeles,2020-10-23 16:36:04,2020-12-11 06:14:47,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2014-06-21 05:44:23,2020-12-11 05:58:36,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-10-17 22:58:05,2020-12-11 05:57:55,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Germany,2019-04-07 08:54:17,2020-12-11 07:09:45,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2015-12-05 11:11:15,2020-12-11 05:36:52,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2014-06-11 18:25:07,2020-12-11 05:38:24,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Earth,2018-07-26 04:58:54,2020-12-11 05:38:44,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Louisville, Kentucky, USA",2009-05-18 01:08:33,2020-12-11 05:38:53,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Coastline,2020-08-02 17:36:40,2020-12-11 05:39:35,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2017-07-21 14:14:32,2020-12-11 05:39:52,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2014-07-01 19:41:55,2020-12-11 05:40:07,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Ba Sing Se,2018-05-01 07:54:23,2020-12-11 05:40:42,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2014-07-24 23:54:14,2020-12-11 05:41:12,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Finland,2015-10-04 16:14:42,2020-12-11 05:42:41,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
South Park,2020-06-01 03:50:04,2020-12-11 05:42:48,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-09-19 20:44:41,2020-12-11 05:43:36,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Springfield, MO",2018-11-04 13:23:42,2020-12-11 05:43:47,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-07-22 18:45:48,2020-12-11 05:44:16,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-01-14 14:21:57,2020-12-11 05:44:39,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-04-08 14:03:18,2020-12-11 05:44:48,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
never ,2020-07-24 12:50:09,2020-12-11 05:38:16,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2017-09-03 09:12:22,2020-12-11 05:36:21,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2014-10-13 21:55:05,2020-12-11 05:44:53,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Discord: Maxi#3260,2020-04-03 10:44:30,2020-12-11 05:35:47,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-11-01 13:10:24,2020-12-11 05:30:29,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Budapest, Magyarország",2019-12-31 20:12:23,2020-12-11 05:31:11,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-05-21 08:37:34,2020-12-11 05:31:26,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Cadbury Almond ,2015-06-08 13:24:07,2020-12-11 05:32:01,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Moon,2018-09-27 16:47:27,2020-12-11 05:32:25,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Oh You Know,2019-09-23 22:56:23,2020-12-11 05:32:29,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Earth,2018-09-21 11:28:43,2020-12-11 05:32:56,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"El Sobrante, CA",2009-04-25 02:19:37,2020-12-11 05:33:04,@MarcosMalakos @Trumpery45 @CNBC Tesla’s iphone will be Automation.,positive
Site 19,2020-01-18 20:17:56,2020-12-11 05:33:15,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2020-04-14 18:09:02,2020-12-11 05:33:57,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
The Mohave,2019-09-24 20:30:29,2020-12-11 05:34:27,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
hiding in your sheets,2020-01-14 19:00:05,2020-12-11 05:34:29,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Morrowind,2020-04-27 22:56:36,2020-12-11 05:34:41,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
What if I?,2011-09-12 19:20:39,2020-12-11 05:34:52,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2015-07-14 22:55:33,2020-12-11 05:35:29,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
United States,2014-08-23 20:44:24,2020-12-11 05:44:50,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Great Falls, MT",2013-10-11 06:04:39,2020-12-11 05:45:01,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2017-12-08 18:02:31,2020-12-11 05:57:43,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Bacolod City, Western Visayas",2015-05-17 08:50:53,2020-12-11 05:53:23,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2017-08-31 12:49:31,2020-12-11 05:54:36,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-10-25 13:03:52,2020-12-11 05:54:44,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Bihar Sharif, India",2018-04-09 04:06:20,2020-12-11 05:54:58,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-12-19 06:10:05,2020-12-11 05:55:02,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2019-05-25 08:36:51,2020-12-11 05:55:02,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Chicago, IL",2011-11-01 18:27:55,2020-12-11 05:55:41,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Australia,2017-03-16 20:37:03,2020-12-11 05:55:56,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Hellcife,2013-05-04 17:42:48,2020-12-11 05:56:15,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2014-05-23 15:32:14,2020-12-11 05:56:17,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Ronisnotgon,2020-09-12 19:39:01,2020-12-11 05:56:25,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Indiana, USA",2018-11-14 14:45:34,2020-12-11 05:56:30,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
Querétaro,2018-08-15 04:36:49,2020-12-11 05:56:36,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"California, USA",2019-06-11 22:28:45,2020-12-11 05:56:55,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Benicia, California, USA",2009-06-22 08:36:02,2020-12-12 15:42:59,"@gibb0 Gibbs, doesn't this news bother you?  https://t.co/7NdTi6q3pk",positive
"Santa Clara, CA",2015-07-14 01:28:34,2020-12-11 05:57:36,@PhilipJagd I know right? Tesla calls them s&amp;poops but S&amp;P wants that company so bad. Why is that? Are they dumb for doing that? Probably not. They've done more than enough research whether they should add them or not.,negative
,2015-04-02 15:11:01,2020-12-11 05:53:40,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
,2018-02-15 01:32:28,2020-12-11 05:53:14,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
"Tucson, AZ",2015-06-05 11:01:21,2020-12-11 05:45:22,"RT @discord: ok this year's snowsgiving giveaway we’re giving away a car… ahahah 

RT + like for a chance to win BLURPLE TESLA (kids fun-si…",positive
